transmitter_id,date,total_detections,valid_hours,avg_detections_per_hour,date_dt
A69-1601-32688,15/04/2012,751,24,31.29166667,15/04/2012
A69-1601-32688,16/04/2012,725,24,30.20833333,16/04/2012
A69-1601-32688,17/04/2012,690,24,28.75,17/04/2012
A69-1601-32688,18/04/2012,726,24,30.25,18/04/2012
A69-1601-32688,19/04/2012,686,24,28.58333333,19/04/2012
A69-1601-32688,20/04/2012,640,24,26.66666667,20/04/2012
A69-1601-32688,21/04/2012,604,24,25.16666667,21/04/2012
A69-1601-32688,22/04/2012,686,24,28.58333333,22/04/2012
A69-1601-32688,23/04/2012,698,24,29.08333333,23/04/2012
A69-1601-32688,24/04/2012,639,24,26.625,24/04/2012
A69-1601-32688,25/04/2012,715,24,29.79166667,25/04/2012
A69-1601-32688,26/04/2012,731,24,30.45833333,26/04/2012
A69-1601-32688,27/04/2012,671,24,27.95833333,27/04/2012
A69-1601-32688,28/04/2012,697,24,29.04166667,28/04/2012
A69-1601-32688,29/04/2012,740,24,30.83333333,29/04/2012
A69-1601-32688,30/04/2012,753,24,31.375,30/04/2012
A69-1601-32688,01/05/2012,711,24,29.625,01/05/2012
A69-1601-32688,02/05/2012,746,24,31.08333333,02/05/2012
A69-1601-32688,03/05/2012,752,24,31.33333333,03/05/2012
A69-1601-32688,04/05/2012,765,24,31.875,04/05/2012
A69-1601-32688,05/05/2012,727,24,30.29166667,05/05/2012
A69-1601-32688,06/05/2012,746,24,31.08333333,06/05/2012
A69-1601-32688,07/05/2012,752,24,31.33333333,07/05/2012
A69-1601-32688,08/05/2012,750,24,31.25,08/05/2012
A69-1601-32688,09/05/2012,699,24,29.125,09/05/2012
A69-1601-32688,10/05/2012,690,24,28.75,10/05/2012
A69-1601-32688,11/05/2012,653,22,29.68181818,11/05/2012
A69-1601-32688,12/05/2012,544,24,22.66666667,12/05/2012
A69-1601-32688,13/05/2012,610,24,25.41666667,13/05/2012
A69-1601-32688,14/05/2012,694,24,28.91666667,14/05/2012
A69-1601-32688,15/05/2012,684,24,28.5,15/05/2012
A69-1601-32688,16/05/2012,729,24,30.375,16/05/2012
A69-1601-32688,17/05/2012,714,24,29.75,17/05/2012
A69-1601-32688,18/05/2012,675,24,28.125,18/05/2012
A69-1601-32688,19/05/2012,637,24,26.54166667,19/05/2012
A69-1601-32688,20/05/2012,615,24,25.625,20/05/2012
A69-1601-32688,21/05/2012,629,24,26.20833333,21/05/2012
A69-1601-32688,22/05/2012,676,24,28.16666667,22/05/2012
A69-1601-32688,23/05/2012,673,24,28.04166667,23/05/2012
A69-1601-32688,24/05/2012,663,24,27.625,24/05/2012
A69-1601-32688,25/05/2012,496,23,21.56521739,25/05/2012
A69-1601-32688,26/05/2012,607,24,25.29166667,26/05/2012
A69-1601-32688,27/05/2012,633,24,26.375,27/05/2012
A69-1601-32688,28/05/2012,605,24,25.20833333,28/05/2012
A69-1601-32688,29/05/2012,746,24,31.08333333,29/05/2012
A69-1601-32688,30/05/2012,803,24,33.45833333,30/05/2012
A69-1601-32688,31/05/2012,808,24,33.66666667,31/05/2012
A69-1601-32688,01/06/2012,736,24,30.66666667,01/06/2012
A69-1601-32688,02/06/2012,700,24,29.16666667,02/06/2012
A69-1601-32688,03/06/2012,757,24,31.54166667,03/06/2012
A69-1601-32688,04/06/2012,693,24,28.875,04/06/2012
A69-1601-32688,05/06/2012,635,24,26.45833333,05/06/2012
A69-1601-32688,06/06/2012,673,24,28.04166667,06/06/2012
A69-1601-32688,07/06/2012,766,24,31.91666667,07/06/2012
A69-1601-32688,08/06/2012,702,24,29.25,08/06/2012
A69-1601-32688,09/06/2012,695,24,28.95833333,09/06/2012
A69-1601-32688,10/06/2012,653,24,27.20833333,10/06/2012
A69-1601-32688,11/06/2012,557,24,23.20833333,11/06/2012
A69-1601-32688,12/06/2012,657,24,27.375,12/06/2012
A69-1601-32688,13/06/2012,699,24,29.125,13/06/2012
A69-1601-32688,14/06/2012,733,24,30.54166667,14/06/2012
A69-1601-32688,15/06/2012,745,24,31.04166667,15/06/2012
A69-1601-32688,16/06/2012,697,24,29.04166667,16/06/2012
A69-1601-32688,17/06/2012,713,24,29.70833333,17/06/2012
A69-1601-32688,18/06/2012,766,24,31.91666667,18/06/2012
A69-1601-32688,19/06/2012,770,24,32.08333333,19/06/2012
A69-1601-32688,20/06/2012,742,24,30.91666667,20/06/2012
A69-1601-32688,21/06/2012,731,24,30.45833333,21/06/2012
A69-1601-32688,22/06/2012,719,24,29.95833333,22/06/2012
A69-1601-32688,23/06/2012,548,24,22.83333333,23/06/2012
A69-1601-32688,24/06/2012,642,24,26.75,24/06/2012
A69-1601-32688,25/06/2012,559,23,24.30434783,25/06/2012
A69-1601-32688,26/06/2012,53,2,26.5,26/06/2012
A69-1601-32688,27/06/2012,599,24,24.95833333,27/06/2012
A69-1601-32688,28/06/2012,665,24,27.70833333,28/06/2012
A69-1601-32688,29/06/2012,646,24,26.91666667,29/06/2012
A69-1601-32688,30/06/2012,633,24,26.375,30/06/2012
A69-1601-32688,01/07/2012,655,24,27.29166667,01/07/2012
A69-1601-32688,02/07/2012,676,24,28.16666667,02/07/2012
A69-1601-32688,03/07/2012,676,24,28.16666667,03/07/2012
A69-1601-32688,04/07/2012,670,24,27.91666667,04/07/2012
A69-1601-32688,05/07/2012,616,24,25.66666667,05/07/2012
A69-1601-32688,06/07/2012,697,24,29.04166667,06/07/2012
A69-1601-32688,07/07/2012,750,24,31.25,07/07/2012
A69-1601-32688,08/07/2012,745,24,31.04166667,08/07/2012
A69-1601-32688,09/07/2012,745,24,31.04166667,09/07/2012
A69-1601-32688,10/07/2012,668,24,27.83333333,10/07/2012
A69-1601-32688,11/07/2012,760,24,31.66666667,11/07/2012
A69-1601-32688,12/07/2012,788,24,32.83333333,12/07/2012
A69-1601-32688,13/07/2012,735,24,30.625,13/07/2012
A69-1601-32688,14/07/2012,690,24,28.75,14/07/2012
A69-1601-32688,15/07/2012,738,24,30.75,15/07/2012
A69-1601-32688,16/07/2012,753,24,31.375,16/07/2012
A69-1601-32688,17/07/2012,693,24,28.875,17/07/2012
A69-1601-32688,18/07/2012,691,24,28.79166667,18/07/2012
A69-1601-32688,19/07/2012,618,24,25.75,19/07/2012
A69-1601-32688,20/07/2012,705,24,29.375,20/07/2012
A69-1601-32688,21/07/2012,620,24,25.83333333,21/07/2012
A69-1601-32688,22/07/2012,695,24,28.95833333,22/07/2012
A69-1601-32688,23/07/2012,684,24,28.5,23/07/2012
A69-1601-32688,24/07/2012,706,24,29.41666667,24/07/2012
A69-1601-32688,25/07/2012,675,24,28.125,25/07/2012
A69-1601-32688,26/07/2012,696,24,29,26/07/2012
A69-1601-32688,27/07/2012,665,24,27.70833333,27/07/2012
A69-1601-32688,28/07/2012,757,24,31.54166667,28/07/2012
A69-1601-32688,29/07/2012,753,24,31.375,29/07/2012
A69-1601-32688,30/07/2012,722,24,30.08333333,30/07/2012
A69-1601-32688,31/07/2012,744,24,31,31/07/2012
A69-1601-32688,01/08/2012,727,24,30.29166667,01/08/2012
A69-1601-32688,02/08/2012,751,24,31.29166667,02/08/2012
A69-1601-32688,03/08/2012,714,24,29.75,03/08/2012
A69-1601-32688,04/08/2012,761,24,31.70833333,04/08/2012
A69-1601-32688,05/08/2012,776,24,32.33333333,05/08/2012
A69-1601-32688,06/08/2012,771,24,32.125,06/08/2012
A69-1601-32688,07/08/2012,770,24,32.08333333,07/08/2012
A69-1601-32688,08/08/2012,767,24,31.95833333,08/08/2012
A69-1601-32688,09/08/2012,691,24,28.79166667,09/08/2012
A69-1601-32688,10/08/2012,719,24,29.95833333,10/08/2012
A69-1601-32688,11/08/2012,766,24,31.91666667,11/08/2012
A69-1601-32688,12/08/2012,778,24,32.41666667,12/08/2012
A69-1601-32688,13/08/2012,756,24,31.5,13/08/2012
A69-1601-32688,14/08/2012,748,24,31.16666667,14/08/2012
A69-1601-32688,15/08/2012,756,24,31.5,15/08/2012
A69-1601-32688,16/08/2012,774,24,32.25,16/08/2012
A69-1601-32688,17/08/2012,717,24,29.875,17/08/2012
A69-1601-32688,18/08/2012,775,24,32.29166667,18/08/2012
A69-1601-32688,19/08/2012,772,24,32.16666667,19/08/2012
A69-1601-32688,20/08/2012,794,24,33.08333333,20/08/2012
A69-1601-32688,21/08/2012,797,24,33.20833333,21/08/2012
A69-1601-32688,22/08/2012,772,24,32.16666667,22/08/2012
A69-1601-32688,23/08/2012,758,24,31.58333333,23/08/2012
A69-1601-32688,24/08/2012,763,24,31.79166667,24/08/2012
A69-1601-32688,25/08/2012,753,24,31.375,25/08/2012
A69-1601-32688,26/08/2012,766,24,31.91666667,26/08/2012
A69-1601-32688,27/08/2012,785,24,32.70833333,27/08/2012
A69-1601-32688,28/08/2012,786,24,32.75,28/08/2012
A69-1601-32688,29/08/2012,763,24,31.79166667,29/08/2012
A69-1601-32688,30/08/2012,768,24,32,30/08/2012
A69-1601-32688,31/08/2012,680,24,28.33333333,31/08/2012
A69-1601-32688,01/09/2012,769,24,32.04166667,01/09/2012
A69-1601-32688,02/09/2012,769,24,32.04166667,02/09/2012
A69-1601-32688,03/09/2012,729,24,30.375,03/09/2012
A69-1601-32688,04/09/2012,744,24,31,04/09/2012
A69-1601-32688,05/09/2012,739,24,30.79166667,05/09/2012
A69-1601-32688,06/09/2012,747,24,31.125,06/09/2012
A69-1601-32688,07/09/2012,749,24,31.20833333,07/09/2012
A69-1601-32688,08/09/2012,742,24,30.91666667,08/09/2012
A69-1601-32688,09/09/2012,772,24,32.16666667,09/09/2012
A69-1601-32688,10/09/2012,723,24,30.125,10/09/2012
A69-1601-32688,11/09/2012,686,24,28.58333333,11/09/2012
A69-1601-32688,12/09/2012,398,14,28.42857143,12/09/2012
A69-1601-32688,14/09/2012,45,2,22.5,14/09/2012
A69-1601-32688,15/09/2012,712,24,29.66666667,15/09/2012
A69-1601-32688,16/09/2012,682,24,28.41666667,16/09/2012
A69-1601-32688,17/09/2012,633,24,26.375,17/09/2012
A69-1601-32688,18/09/2012,617,24,25.70833333,18/09/2012
A69-1601-32688,19/09/2012,690,24,28.75,19/09/2012
A69-1601-32688,20/09/2012,730,24,30.41666667,20/09/2012
A69-1601-32688,21/09/2012,718,24,29.91666667,21/09/2012
A69-1601-32688,22/09/2012,700,24,29.16666667,22/09/2012
A69-1601-32688,23/09/2012,626,24,26.08333333,23/09/2012
A69-1601-32688,24/09/2012,682,23,29.65217391,24/09/2012
A69-1601-32688,25/09/2012,741,24,30.875,25/09/2012
A69-1601-32688,26/09/2012,722,24,30.08333333,26/09/2012
A69-1601-32688,27/09/2012,744,24,31,27/09/2012
A69-1601-32688,28/09/2012,662,24,27.58333333,28/09/2012
A69-1601-32688,29/09/2012,600,22,27.27272727,29/09/2012
A69-1601-32688,30/09/2012,674,24,28.08333333,30/09/2012
A69-1601-32688,01/10/2012,575,24,23.95833333,01/10/2012
A69-1601-32688,02/10/2012,764,24,31.83333333,02/10/2012
A69-1601-32688,03/10/2012,753,24,31.375,03/10/2012
A69-1601-32688,04/10/2012,734,24,30.58333333,04/10/2012
A69-1601-32688,05/10/2012,679,24,28.29166667,05/10/2012
A69-1601-32688,06/10/2012,691,24,28.79166667,06/10/2012
A69-1601-32688,07/10/2012,616,24,25.66666667,07/10/2012
A69-1601-32688,08/10/2012,414,23,18,08/10/2012
A69-1601-32688,09/10/2012,476,23,20.69565217,09/10/2012
A69-1601-32688,10/10/2012,446,22,20.27272727,10/10/2012
A69-1601-32688,11/10/2012,482,22,21.90909091,11/10/2012
A69-1601-32688,12/10/2012,510,23,22.17391304,12/10/2012
A69-1601-32688,13/10/2012,394,22,17.90909091,13/10/2012
A69-1601-32688,14/10/2012,350,23,15.2173913,14/10/2012
A69-1601-32688,15/10/2012,424,23,18.43478261,15/10/2012
A69-1601-32688,16/10/2012,480,24,20,16/10/2012
A69-1601-32688,17/10/2012,518,24,21.58333333,17/10/2012
A69-1601-32688,18/10/2012,597,24,24.875,18/10/2012
A69-1601-32688,19/10/2012,642,24,26.75,19/10/2012
A69-1601-32688,20/10/2012,661,24,27.54166667,20/10/2012
A69-1601-32688,21/10/2012,560,23,24.34782609,21/10/2012
A69-1601-32688,22/10/2012,469,23,20.39130435,22/10/2012
A69-1601-32688,23/10/2012,411,24,17.125,23/10/2012
A69-1601-32688,24/10/2012,461,23,20.04347826,24/10/2012
A69-1601-32688,25/10/2012,279,23,12.13043478,25/10/2012
A69-1601-32688,26/10/2012,471,21,22.42857143,26/10/2012
A69-1601-32688,27/10/2012,500,24,20.83333333,27/10/2012
A69-1601-32688,28/10/2012,705,24,29.375,28/10/2012
A69-1601-32688,29/10/2012,670,24,27.91666667,29/10/2012
A69-1601-32688,30/10/2012,600,24,25,30/10/2012
A69-1601-32688,31/10/2012,489,24,20.375,31/10/2012
A69-1601-32688,01/11/2012,485,24,20.20833333,01/11/2012
A69-1601-32688,02/11/2012,737,24,30.70833333,02/11/2012
A69-1601-32688,03/11/2012,798,24,33.25,03/11/2012
A69-1601-32688,04/11/2012,782,24,32.58333333,04/11/2012
A69-1601-32688,05/11/2012,782,24,32.58333333,05/11/2012
A69-1601-32688,06/11/2012,780,24,32.5,06/11/2012
A69-1601-32688,07/11/2012,786,24,32.75,07/11/2012
A69-1601-32688,08/11/2012,767,24,31.95833333,08/11/2012
A69-1601-32688,09/11/2012,767,24,31.95833333,09/11/2012
A69-1601-32688,10/11/2012,710,24,29.58333333,10/11/2012
A69-1601-32688,11/11/2012,770,24,32.08333333,11/11/2012
A69-1601-32688,12/11/2012,799,24,33.29166667,12/11/2012
A69-1601-32688,13/11/2012,765,24,31.875,13/11/2012
A69-1601-32688,14/11/2012,768,24,32,14/11/2012
A69-1601-32688,15/11/2012,775,24,32.29166667,15/11/2012
A69-1601-32688,16/11/2012,675,24,28.125,16/11/2012
A69-1601-32688,17/11/2012,702,23,30.52173913,17/11/2012
A69-1601-32688,18/11/2012,701,23,30.47826087,18/11/2012
A69-1601-32688,19/11/2012,752,24,31.33333333,19/11/2012
A69-1601-32688,20/11/2012,807,24,33.625,20/11/2012
A69-1601-32688,21/11/2012,740,24,30.83333333,21/11/2012
A69-1601-32688,22/11/2012,510,24,21.25,22/11/2012
A69-1601-32688,23/11/2012,369,24,15.375,23/11/2012
A69-1601-32688,24/11/2012,390,24,16.25,24/11/2012
A69-1601-32688,25/11/2012,421,24,17.54166667,25/11/2012
A69-1601-32688,26/11/2012,622,24,25.91666667,26/11/2012
A69-1601-32688,27/11/2012,517,24,21.54166667,27/11/2012
A69-1601-32688,28/11/2012,612,24,25.5,28/11/2012
A69-1601-32688,29/11/2012,506,24,21.08333333,29/11/2012
A69-1601-32688,30/11/2012,603,24,25.125,30/11/2012
A69-1601-32688,01/12/2012,721,24,30.04166667,01/12/2012
A69-1601-32688,02/12/2012,663,24,27.625,02/12/2012
A69-1601-32688,03/12/2012,600,20,30,03/12/2012
A69-1601-32688,04/12/2012,573,23,24.91304348,04/12/2012
A69-1601-32688,05/12/2012,710,24,29.58333333,05/12/2012
A69-1601-32688,06/12/2012,672,24,28,06/12/2012
A69-1601-32688,07/12/2012,780,24,32.5,07/12/2012
A69-1601-32688,08/12/2012,700,24,29.16666667,08/12/2012
A69-1601-32688,09/12/2012,712,24,29.66666667,09/12/2012
A69-1601-32688,10/12/2012,725,24,30.20833333,10/12/2012
A69-1601-32688,11/12/2012,723,24,30.125,11/12/2012
A69-1601-32688,12/12/2012,750,24,31.25,12/12/2012
A69-1601-32688,13/12/2012,673,24,28.04166667,13/12/2012
A69-1601-32688,14/12/2012,689,24,28.70833333,14/12/2012
A69-1601-32688,15/12/2012,683,24,28.45833333,15/12/2012
A69-1601-32688,16/12/2012,639,24,26.625,16/12/2012
A69-1601-32688,17/12/2012,575,24,23.95833333,17/12/2012
A69-1601-32688,18/12/2012,587,24,24.45833333,18/12/2012
A69-1601-32688,19/12/2012,690,24,28.75,19/12/2012
A69-1601-32688,20/12/2012,716,24,29.83333333,20/12/2012
A69-1601-32688,21/12/2012,699,24,29.125,21/12/2012
A69-1601-32688,22/12/2012,601,24,25.04166667,22/12/2012
A69-1601-32688,23/12/2012,644,24,26.83333333,23/12/2012
A69-1601-32688,24/12/2012,689,24,28.70833333,24/12/2012
A69-1601-32688,25/12/2012,686,24,28.58333333,25/12/2012
A69-1601-32688,26/12/2012,627,24,26.125,26/12/2012
A69-1601-32688,27/12/2012,622,24,25.91666667,27/12/2012
A69-1601-32688,28/12/2012,486,24,20.25,28/12/2012
A69-1601-32688,29/12/2012,485,24,20.20833333,29/12/2012
A69-1601-32688,30/12/2012,620,24,25.83333333,30/12/2012
A69-1601-32688,31/12/2012,621,24,25.875,31/12/2012
A69-1601-32688,01/01/2013,638,24,26.58333333,01/01/2013
A69-1601-32688,02/01/2013,574,24,23.91666667,02/01/2013
A69-1601-32688,03/01/2013,628,24,26.16666667,03/01/2013
A69-1601-32688,04/01/2013,661,24,27.54166667,04/01/2013
A69-1601-32688,05/01/2013,699,24,29.125,05/01/2013
A69-1601-32688,06/01/2013,704,24,29.33333333,06/01/2013
A69-1601-32688,07/01/2013,605,24,25.20833333,07/01/2013
A69-1601-32688,08/01/2013,569,24,23.70833333,08/01/2013
A69-1601-32688,09/01/2013,520,24,21.66666667,09/01/2013
A69-1601-32688,10/01/2013,498,24,20.75,10/01/2013
A69-1601-32688,11/01/2013,586,24,24.41666667,11/01/2013
A69-1601-32688,12/01/2013,573,24,23.875,12/01/2013
A69-1601-32688,13/01/2013,454,24,18.91666667,13/01/2013
A69-1601-32688,14/01/2013,531,22,24.13636364,14/01/2013
A69-1601-32688,15/01/2013,620,24,25.83333333,15/01/2013
A69-1601-32688,16/01/2013,650,24,27.08333333,16/01/2013
A69-1601-32688,17/01/2013,592,24,24.66666667,17/01/2013
A69-1601-32688,18/01/2013,587,24,24.45833333,18/01/2013
A69-1601-32688,19/01/2013,631,24,26.29166667,19/01/2013
A69-1601-32688,20/01/2013,599,24,24.95833333,20/01/2013
A69-1601-32688,21/01/2013,629,24,26.20833333,21/01/2013
A69-1601-32688,22/01/2013,606,24,25.25,22/01/2013
A69-1601-32688,23/01/2013,484,24,20.16666667,23/01/2013
A69-1601-32688,24/01/2013,170,10,17,24/01/2013
A69-1601-32688,25/01/2013,61,11,5.545454545,25/01/2013
A69-1601-32688,26/01/2013,25,6,4.166666667,26/01/2013
A69-1601-32688,27/01/2013,212,20,10.6,27/01/2013
A69-1601-32688,28/01/2013,569,21,27.0952381,28/01/2013
A69-1601-32688,29/01/2013,591,24,24.625,29/01/2013
A69-1601-32688,30/01/2013,604,24,25.16666667,30/01/2013
A69-1601-32688,31/01/2013,546,24,22.75,31/01/2013
A69-1601-32688,01/02/2013,490,24,20.41666667,01/02/2013
A69-1601-32688,02/02/2013,503,24,20.95833333,02/02/2013
A69-1601-32688,03/02/2013,544,24,22.66666667,03/02/2013
A69-1601-32688,04/02/2013,555,23,24.13043478,04/02/2013
A69-1601-32688,05/02/2013,467,21,22.23809524,05/02/2013
A69-1601-32688,06/02/2013,544,24,22.66666667,06/02/2013
A69-1601-32688,07/02/2013,741,24,30.875,07/02/2013
A69-1601-32688,08/02/2013,688,24,28.66666667,08/02/2013
A69-1601-32688,09/02/2013,560,20,28,09/02/2013
A69-1601-32688,10/02/2013,605,24,25.20833333,10/02/2013
A69-1601-32688,11/02/2013,544,24,22.66666667,11/02/2013
A69-1601-32688,12/02/2013,616,24,25.66666667,12/02/2013
A69-1601-32688,13/02/2013,428,19,22.52631579,13/02/2013
A69-1601-32688,14/02/2013,59,2,29.5,14/02/2013
A69-1601-32688,15/02/2013,595,24,24.79166667,15/02/2013
A69-1601-32688,16/02/2013,627,24,26.125,16/02/2013
A69-1601-32688,17/02/2013,633,24,26.375,17/02/2013
A69-1601-32688,18/02/2013,621,24,25.875,18/02/2013
A69-1601-32688,19/02/2013,600,24,25,19/02/2013
A69-1601-32688,20/02/2013,564,24,23.5,20/02/2013
A69-1601-32688,21/02/2013,536,24,22.33333333,21/02/2013
A69-1601-32688,22/02/2013,550,24,22.91666667,22/02/2013
A69-1601-32688,23/02/2013,478,22,21.72727273,23/02/2013
A69-1601-32688,24/02/2013,495,24,20.625,24/02/2013
A69-1601-32688,25/02/2013,457,24,19.04166667,25/02/2013
A69-1601-32688,26/02/2013,545,24,22.70833333,26/02/2013
A69-1601-32688,27/02/2013,468,24,19.5,27/02/2013
A69-1601-32688,28/02/2013,493,24,20.54166667,28/02/2013
A69-1601-32688,01/03/2013,384,21,18.28571429,01/03/2013
A69-1601-32688,02/03/2013,254,20,12.7,02/03/2013
A69-1601-32688,03/03/2013,250,22,11.36363636,03/03/2013
A69-1601-32688,04/03/2013,403,23,17.52173913,04/03/2013
A69-1601-32688,05/03/2013,446,24,18.58333333,05/03/2013
A69-1601-32688,06/03/2013,311,22,14.13636364,06/03/2013
A69-1601-32688,07/03/2013,278,24,11.58333333,07/03/2013
A69-1601-32688,08/03/2013,285,22,12.95454545,08/03/2013
A69-1601-32688,09/03/2013,251,22,11.40909091,09/03/2013
A69-1601-32688,10/03/2013,290,22,13.18181818,10/03/2013
A69-1601-32688,11/03/2013,266,19,14,11/03/2013
A69-1601-32688,12/03/2013,612,24,25.5,12/03/2013
A69-1601-32688,13/03/2013,701,24,29.20833333,13/03/2013
A69-1601-32688,14/03/2013,606,24,25.25,14/03/2013
A69-1601-32688,15/03/2013,658,24,27.41666667,15/03/2013
A69-1601-32688,16/03/2013,647,24,26.95833333,16/03/2013
A69-1601-32688,17/03/2013,661,24,27.54166667,17/03/2013
A69-1601-32688,18/03/2013,622,24,25.91666667,18/03/2013
A69-1601-32688,19/03/2013,527,24,21.95833333,19/03/2013
A69-1601-32688,20/03/2013,471,24,19.625,20/03/2013
A69-1601-32688,21/03/2013,559,24,23.29166667,21/03/2013
A69-1601-32688,22/03/2013,553,24,23.04166667,22/03/2013
A69-1601-32688,23/03/2013,545,24,22.70833333,23/03/2013
A69-1601-32688,24/03/2013,559,24,23.29166667,24/03/2013
A69-1601-32688,25/03/2013,546,24,22.75,25/03/2013
A69-1601-32688,26/03/2013,490,24,20.41666667,26/03/2013
A69-1601-32688,27/03/2013,359,19,18.89473684,27/03/2013
A69-1601-32688,28/03/2013,268,16,16.75,28/03/2013
A69-1601-32688,29/03/2013,232,17,13.64705882,29/03/2013
A69-1601-32688,30/03/2013,186,13,14.30769231,30/03/2013
A69-1601-32688,31/03/2013,134,12,11.16666667,31/03/2013
A69-1601-32688,01/04/2013,150,14,10.71428571,01/04/2013
A69-1601-32688,02/04/2013,193,15,12.86666667,02/04/2013
A69-1601-32688,03/04/2013,249,18,13.83333333,03/04/2013
A69-1601-32688,04/04/2013,263,19,13.84210526,04/04/2013
A69-1601-32688,05/04/2013,359,21,17.0952381,05/04/2013
A69-1601-32688,06/04/2013,33,2,16.5,06/04/2013
