date current wind salinity temperature
2012-02-20 0.4646032 3.6549249 35.4488 26.403067
2012-02-21 0.46951318 3.6429195 35.460953 26.392933
2012-02-22 0.48814106 2.8320155 35.467648 26.648054
2012-02-23 0.58306533 8.229841 35.42164 26.771317
2012-02-24 0.5983101 13.144952 35.420418 26.451433
2012-02-25 0.4023358 9.0997095 35.314552 26.224821
2012-02-26 0.32858986 11.120445 35.280624 26.207636
2012-02-27 0.28123862 9.818302 35.30296 26.163017
2012-02-28 0.20757052 8.80934 35.32975 26.180475
2012-02-29 0.23422322 6.6195726 35.367374 26.208448
2012-03-01 0.22081739 5.0919194 35.408092 26.19071
2012-03-02 0.2842639 3.240254 35.416687 26.302809
2012-03-03 0.29516074 8.653986 35.42673 26.336952
2012-03-04 0.30899 6.8218727 35.423378 26.312716
2012-03-05 0.44052616 5.0571675 35.459423 26.27919
2012-03-06 0.5513363 12.661594 35.45281 26.365473
2012-03-07 0.5117995 10.241889 35.50097 26.12252
2012-03-08 0.5155892 9.296622 35.51119 26.005852
2012-03-09 0.5289198 6.366026 35.505116 26.034088
2012-03-10 0.4564472 3.176674 35.49985 26.149303
2012-03-11 0.43849435 7.624398 35.513664 26.027191
2012-03-12 0.39926413 9.608496 35.529568 25.818144
2012-03-13 0.33343682 9.597462 35.55483 25.773775
2012-03-14 0.27524507 8.210873 35.570522 25.851166
2012-03-15 0.2804342 8.289907 35.57145 25.894646
2012-03-16 0.29505593 8.14641 35.57451 25.906046
2012-03-17 0.3368739 6.2264385 35.579407 25.980045
2012-03-18 0.4159699 10.188506 35.5561 25.943386
2012-03-19 0.5071164 12.785934 35.538033 25.79907
2012-03-20 0.46897492 10.182384 35.49905 25.837278
2012-03-21 0.39132458 8.584051 35.40962 25.806192
2012-03-22 0.38860175 4.059738 35.364212 25.806278
2012-03-23 0.35581553 4.2618165 35.417576 25.86507
2012-03-24 0.35597628 7.221722 35.447407 25.869808
2012-03-25 0.39629006 10.799026 35.43378 25.798986
2012-03-26 0.41578907 11.396827 35.395416 25.64094
2012-03-27 0.3185723 10.750295 35.351242 25.577024
2012-03-28 0.296831 10.997324 35.328236 25.562662
2012-03-29 0.28955984 10.521747 35.305847 25.568443
2012-03-30 0.3116455 10.83625 35.285152 25.617123
2012-03-31 0.30080357 10.449176 35.26158 25.688013
2012-04-01 0.28300902 9.306423 35.25036 25.678158
2012-04-02 0.29149505 8.309939 35.250412 25.642069
2012-04-03 0.34176978 4.999746 35.260887 25.643486
2012-04-04 0.3857796 7.5051317 35.274162 25.603363
2012-04-05 0.44061083 7.730835 35.27844 25.535187
2012-04-06 0.45566222 7.428399 35.27863 25.418299
2012-04-07 0.4501393 6.050813 35.280384 25.318031
2012-04-08 0.45649868 7.475112 35.27844 25.255466
2012-04-09 0.4036839 4.172405 35.275963 25.182827
2012-04-10 0.40017033 6.468508 35.276962 25.20175
2012-04-11 0.51884526 12.860749 35.276096 25.050508
2012-04-12 0.49803388 12.678186 35.253967 24.941977
2012-04-13 0.44484475 11.794361 35.229836 25.29923
2012-04-14 0.2529415 10.250568 35.235603 25.49555
2012-04-15 0.2783514 8.874018 35.242847 25.459856
2012-04-16 0.3153373 7.5740957 35.24075 25.39414
2012-04-17 0.326397 4.5980105 35.222893 25.34272
2012-04-18 0.33454484 5.137201 35.21236 25.28055
2012-04-19 0.3343927 5.0352306 35.235786 25.237614
2012-04-20 0.35511196 4.367017 35.242126 25.195663
2012-04-21 0.35090914 3.6943932 35.24683 25.180752
2012-04-22 0.3392724 3.1989918 35.25108 25.178963
2012-04-23 0.33309576 4.1649303 35.254284 25.147285
2012-04-24 0.26612496 4.5216656 35.214718 25.105034
2012-04-25 0.31800738 6.0477805 35.250942 25.101059
2012-04-26 0.3103568 7.2862906 35.262672 25.007818
2012-04-27 0.2756107 7.547218 35.26669 24.86059
2012-04-28 0.33304307 10.180761 35.223774 24.679811
2012-04-29 0.3014137 6.7669544 35.23027 24.612467
2012-04-30 0.37973392 10.536739 35.23251 24.586578
2012-05-01 0.29561633 9.657741 35.23627 24.640142
2012-05-02 0.33983383 8.008487 35.23746 24.671816
2012-05-03 0.3942505 8.61043 35.23893 24.628885
2012-05-04 0.4332188 9.057782 35.237465 24.563416
2012-05-05 0.44847593 5.750417 35.23905 24.516857
2012-05-06 0.45451343 5.2987504 35.241894 24.493761
