chlorophyll,current_speed,resident_detections,total_detections
1.0075328,0.32969448,620.0,823.0
1.2140808,0.31915247,181.0,879.0
1.2140808,0.31915247,695.0,879.0
1.2812114,0.31605065,213.0,899.0
1.2812114,0.31605065,684.0,899.0
1.307257,0.28562018,290.0,998.0
1.307257,0.28562018,706.0,998.0
1.3279939,0.28539544,347.0,1023.0
1.3279939,0.28539544,675.0,1023.0
1.136169,0.2739408,433.0,1130.0
1.136169,0.2739408,696.0,1130.0
0.8468888,0.27606943,152.0,818.0
0.8468888,0.27606943,665.0,818.0
0.79427856,0.29602212,103.0,863.0
0.79427856,0.29602212,757.0,863.0
0.80357254,0.2810064,263.0,1016.0
0.80357254,0.2810064,753.0,1016.0
0.64484715,0.3361551,458.0,1180.0
0.64484715,0.3361551,722.0,1180.0
0.82350177,0.3696305,434.0,1179.0
0.82350177,0.3696305,744.0,1179.0
1.117357,0.3553293,445.0,1172.0
1.117357,0.3553293,727.0,1172.0
1.1001475,0.37366176,379.0,1130.0
1.1001475,0.37366176,751.0,1130.0
1.0453017,0.39806974,350.0,1064.0
1.0453017,0.39806974,714.0,1064.0
1.1440573,0.40440246,321.0,1084.0
1.1440573,0.40440246,761.0,1084.0
1.1889979,0.40782928,185.0,963.0
1.1889979,0.40782928,776.0,963.0
1.2568321,0.4164807,80.0,855.0
1.2568321,0.4164807,771.0,855.0
1.1830304,0.4206659,131.0,904.0
1.1830304,0.4206659,770.0,904.0
0.9638022,0.39051938,249.0,1018.0
0.9638022,0.39051938,767.0,1018.0
0.75933146,0.35958678,55.0,749.0
0.75933146,0.35958678,691.0,749.0
0.62025726,0.3140671,80.0,805.0
0.62025726,0.3140671,719.0,805.0
0.64687514,0.2665997,560.0,1326.0
0.64687514,0.2665997,766.0,1326.0
0.941592,0.2788667,520.0,1298.0
0.941592,0.2788667,778.0,1298.0
1.0086378,0.28601438,603.0,1363.0
1.0086378,0.28601438,756.0,1363.0
0.9752099,0.28901976,575.0,1323.0
0.9752099,0.28901976,748.0,1323.0
0.8653172,0.30584237,523.0,1279.0
0.8653172,0.30584237,756.0,1279.0
0.8499572,0.35060805,434.0,1214.0
0.8499572,0.35060805,774.0,1214.0
0.8857653,0.33511284,263.0,999.0
0.8857653,0.33511284,717.0,999.0
0.91395843,0.34087348,331.0,1106.0
0.91395843,0.34087348,775.0,1106.0
1.056524,0.34715796,376.0,1187.0
1.056524,0.34715796,772.0,1187.0
1.0959046,0.3463804,390.0,1289.0
1.0959046,0.3463804,794.0,1289.0
0.9888661,0.34967378,395.0,1279.0
0.9888661,0.34967378,797.0,1279.0
1.0057266,0.3261947,473.0,1406.0
1.0057266,0.3261947,772.0,1406.0
0.85200554,0.33057386,464.0,1326.0
0.85200554,0.33057386,758.0,1326.0
0.8138586,0.26721737,440.0,1222.0
0.8138586,0.26721737,763.0,1222.0
0.684632,0.25663906,502.0,1270.0
0.684632,0.25663906,753.0,1270.0
0.6052831,0.25864762,494.0,1281.0
0.6052831,0.25864762,766.0,1281.0
0.55890536,0.29732698,503.0,1388.0
0.55890536,0.29732698,785.0,1388.0
0.63572156,0.291295,465.0,1251.0
0.63572156,0.291295,786.0,1251.0
0.80607015,0.34264952,524.0,1287.0
0.80607015,0.34264952,763.0,1287.0
0.8821814,0.34055322,434.0,1203.0
0.8821814,0.34055322,768.0,1203.0
0.8518598,0.36984372,283.0,967.0
0.8518598,0.36984372,680.0,967.0
0.73954785,0.38644063,498.0,1267.0
0.73954785,0.38644063,769.0,1267.0
0.76233876,0.4006499,456.0,1225.0
0.76233876,0.4006499,769.0,1225.0
0.8428657,0.40848416,537.0,1266.0
0.8428657,0.40848416,729.0,1266.0
1.021965,0.40552223,608.0,1352.0
1.021965,0.40552223,744.0,1352.0
1.1325684,0.39083445,610.0,1349.0
1.1325684,0.39083445,739.0,1349.0
1.0016127,0.40976518,522.0,1269.0
1.0016127,0.40976518,747.0,1269.0
0.66785204,0.40183032,294.0,1046.0
0.66785204,0.40183032,749.0,1046.0
0.57519287,0.33820114,525.0,1268.0
0.57519287,0.33820114,742.0,1268.0
0.5173934,0.2901098,580.0,1352.0
0.5173934,0.2901098,772.0,1352.0
0.619275,0.25265914,511.0,1234.0
0.619275,0.25265914,723.0,1234.0
0.58673626,0.27450138,510.0,1196.0
0.58673626,0.27450138,686.0,1196.0
0.7337108,0.3124639,270.0,668.0
0.7337108,0.3124639,398.0,668.0
0.7694565,0.29646754,,
0.826923,0.30004972,29.0,75.0
0.826923,0.30004972,45.0,75.0
0.84427905,0.29650486,528.0,1240.0
0.84427905,0.29650486,712.0,1240.0
0.9878237,0.3070344,523.0,1205.0
0.9878237,0.3070344,682.0,1205.0
1.0643396,0.32044482,585.0,1218.0
1.0643396,0.32044482,633.0,1218.0
1.1774248,0.33595392,595.0,1212.0
1.1774248,0.33595392,617.0,1212.0
1.1579411,0.3498485,618.0,1308.0
1.1579411,0.3498485,690.0,1308.0
1.0354434,0.34260446,642.0,1372.0
1.0354434,0.34260446,730.0,1372.0
0.9116564,0.316499,580.0,1298.0
0.9116564,0.316499,718.0,1298.0
0.7757027,0.32879367,89.0,793.0
0.7757027,0.32879367,700.0,793.0
0.6856371,0.3841355,78.0,709.0
0.6856371,0.3841355,626.0,709.0
0.5551821,0.33027756,92.0,779.0
0.5551821,0.33027756,682.0,779.0
0.64126945,0.2768566,125.0,870.0
0.64126945,0.2768566,741.0,870.0
0.777771,0.27761942,145.0,869.0
0.777771,0.27761942,722.0,869.0
0.9127881,0.30237174,157.0,903.0
0.9127881,0.30237174,744.0,903.0
0.8902375,0.32428563,225.0,889.0
0.8902375,0.32428563,662.0,889.0
0.9750564,0.36555925,152.0,753.0
0.9750564,0.36555925,600.0,753.0
1.0257856,0.39193135,221.0,897.0
1.0257856,0.39193135,674.0,897.0
1.162602,0.40897813,169.0,752.0
1.162602,0.40897813,575.0,752.0
1.2528653,0.42644322,186.0,970.0
1.2528653,0.42644322,764.0,970.0
0.6332909,0.4154056,89.0,846.0
0.6332909,0.4154056,753.0,846.0
0.30469257,0.40256333,103.0,838.0
0.30469257,0.40256333,734.0,838.0
0.32983366,0.42336807,118.0,799.0
0.32983366,0.42336807,679.0,799.0
0.5433377,0.37155506,62.0,754.0
0.5433377,0.37155506,691.0,754.0
0.7614508,0.30267283,117.0,817.0
0.7614508,0.30267283,616.0,817.0
0.74307704,0.2607814,309.0,757.0
0.74307704,0.2607814,414.0,757.0
0.66277367,0.24907643,226.0,752.0
0.66277367,0.24907643,476.0,752.0
0.69626033,0.27897274,109.0,595.0
0.69626033,0.27897274,446.0,595.0
0.6740252,0.27673,482.0,483.0
0.6588559,0.28098887,25.0,601.0
0.6588559,0.28098887,510.0,601.0
0.59469914,0.32240438,131.0,659.0
0.59469914,0.32240438,394.0,659.0
0.7560514,0.26435703,78.0,432.0
0.7560514,0.26435703,350.0,432.0
0.975443,0.28885174,95.0,522.0
0.975443,0.28885174,424.0,522.0
0.98406434,0.3423389,32.0,515.0
0.98406434,0.3423389,480.0,515.0
0.5876332,0.33299416,7.0,525.0
0.5876332,0.33299416,518.0,525.0
0.809073,0.3477499,597.0,597.0
0.9735556,0.3617009,642.0,642.0
1.0070956,0.37213814,661.0,662.0
1.1212922,0.4357894,560.0,560.0
1.0928987,0.36961132,469.0,483.0
0.8029796,0.32942626,411.0,430.0
1.0509052,0.26536244,461.0,552.0
0.96184754,0.26020974,279.0,281.0
0.89136493,0.29437393,2.0,475.0
0.89136493,0.29437393,471.0,475.0
0.86224616,0.30864754,500.0,500.0
0.77797663,0.3427537,705.0,705.0
0.81309426,0.3726403,670.0,672.0
0.8740574,0.39995608,600.0,600.0
0.8866002,0.4270438,489.0,489.0
0.93583953,0.41180187,485.0,485.0
0.9412739,0.41236746,72.0,810.0
0.9412739,0.41236746,737.0,810.0
0.898425,0.37270755,122.0,921.0
0.898425,0.37270755,798.0,921.0
0.9497335,0.33255082,161.0,996.0
0.9497335,0.33255082,782.0,996.0
0.9258805,0.3010632,113.0,898.0
0.9258805,0.3010632,782.0,898.0
0.86464393,0.25643125,121.0,901.0
0.86464393,0.25643125,780.0,901.0
0.84178185,0.24627659,78.0,864.0
0.84178185,0.24627659,786.0,864.0
0.6991217,0.2754081,60.0,829.0
0.6991217,0.2754081,767.0,829.0
0.66390073,0.23359074,72.0,840.0
0.66390073,0.23359074,767.0,840.0
0.6275779,0.26085955,53.0,763.0
0.6275779,0.26085955,710.0,763.0
0.61581564,0.24387527,9.0,780.0
0.61581564,0.24387527,770.0,780.0
0.77044237,0.33202773,8.0,810.0
0.77044237,0.33202773,799.0,810.0
0.6876521,0.35746354,4.0,773.0
0.6876521,0.35746354,765.0,773.0
1.0889971,0.31806546,22.0,791.0
1.0889971,0.31806546,768.0,791.0
1.064712,0.3336817,17.0,795.0
1.064712,0.3336817,775.0,795.0
1.1320691,0.3604481,19.0,698.0
1.1320691,0.3604481,675.0,698.0
1.1878437,0.38347858,23.0,727.0
1.1878437,0.38347858,702.0,727.0
1.1742425,0.38674355,24.0,728.0
1.1742425,0.38674355,701.0,728.0
0.904727,0.3770966,42.0,796.0
0.904727,0.3770966,752.0,796.0
0.55638975,0.35101846,22.0,832.0
0.55638975,0.35101846,807.0,832.0
0.6738678,0.31951824,40.0,783.0
0.6738678,0.31951824,740.0,783.0
0.6451864,0.3123331,68.0,580.0
0.6451864,0.3123331,510.0,580.0
0.64639175,0.31193125,26.0,403.0
0.64639175,0.31193125,369.0,403.0
0.60219157,0.27966136,31.0,426.0
0.60219157,0.27966136,390.0,426.0
0.68453825,0.30342165,100.0,527.0
0.68453825,0.30342165,421.0,527.0
0.64507437,0.3179835,154.0,777.0
0.64507437,0.3179835,622.0,777.0
0.63123006,0.36211288,105.0,623.0
0.63123006,0.36211288,517.0,623.0
0.66215074,0.3856227,176.0,789.0
0.66215074,0.3856227,612.0,789.0
0.74587,0.39033175,152.0,658.0
0.74587,0.39033175,506.0,658.0
0.8479254,0.39003235,30.0,637.0
0.8479254,0.39003235,603.0,637.0
0.7615994,0.38381767,17.0,740.0
0.7615994,0.38381767,721.0,740.0
0.6652634,0.36831456,24.0,691.0
0.6652634,0.36831456,663.0,691.0
0.5834635,0.32898787,600.0,604.0
0.53469425,0.274315,44.0,618.0
0.53469425,0.274315,573.0,618.0
0.47402173,0.22293106,49.0,764.0
0.47402173,0.22293106,710.0,764.0
0.3310223,0.2145341,59.0,735.0
0.3310223,0.2145341,672.0,735.0
0.3971249,0.2548455,31.0,812.0
0.3971249,0.2548455,780.0,812.0
0.60944337,0.18869257,45.0,746.0
0.60944337,0.18869257,700.0,746.0
0.608313,0.2102484,5.0,720.0
0.608313,0.2102484,712.0,720.0
0.60266495,0.20657365,725.0,726.0
0.7215923,0.25255916,4.0,728.0
0.7215923,0.25255916,723.0,728.0
1.0057888,0.28661332,750.0,750.0
0.90202737,0.33073008,673.0,674.0
0.7706702,0.35136843,8.0,698.0
0.7706702,0.35136843,689.0,698.0
0.6796001,0.39245772,683.0,683.0
0.5757756,0.40865725,639.0,639.0
1.0029888,0.40387174,575.0,575.0
1.2639817,0.3940786,587.0,587.0
0.7694304,0.372501,690.0,690.0
0.5843065,0.33564407,716.0,716.0
0.4302494,0.31107706,699.0,699.0
0.5071455,0.29095232,601.0,601.0
0.5932505,0.2847185,644.0,644.0
0.6664232,0.3078236,689.0,689.0
0.6415498,0.30596834,686.0,686.0
0.638459,0.36234468,627.0,627.0
0.68658006,0.38378403,622.0,622.0
0.809747,0.39021033,486.0,486.0
0.7569735,0.37998268,485.0,485.0
0.8246622,0.37193727,620.0,620.0
0.94546777,0.3490997,621.0,621.0
0.7350928,0.32773757,638.0,639.0
0.66612804,0.2778959,574.0,574.0
0.5392797,0.25247175,628.0,628.0
0.5743075,0.29675746,661.0,661.0
0.43105298,0.31711745,699.0,699.0
0.5344138,0.24754018,704.0,704.0
0.5804078,0.25152874,605.0,605.0
0.5157206,0.24883,569.0,569.0
0.57409513,0.30684716,520.0,520.0
0.66842663,0.2967345,498.0,498.0
0.741477,0.31775445,586.0,586.0
0.7130811,0.36779547,573.0,573.0
0.6775459,0.4033672,454.0,454.0
0.69992614,0.41736072,531.0,532.0
0.6129916,0.42384487,620.0,620.0
0.2904222,0.4103938,650.0,650.0
0.2582072,0.38995957,592.0,592.0
0.29006818,0.3653518,587.0,587.0
0.25423342,0.348818,631.0,631.0
0.2198071,0.32365185,599.0,599.0
0.2954549,0.28720415,629.0,629.0
0.32168865,0.29979315,606.0,606.0
0.42501253,0.35270745,484.0,484.0
0.49044806,0.34619743,170.0,172.0
0.48730797,0.33925068,61.0,65.0
0.43683684,0.34270954,25.0,31.0
0.54863286,0.3562215,212.0,212.0
0.52957404,0.36612028,569.0,569.0
0.31003693,0.3349852,591.0,591.0
0.21314827,0.32896602,604.0,604.0
0.33989066,0.3028013,546.0,546.0
0.26589662,0.27702916,490.0,490.0
0.23850861,0.29670462,503.0,503.0
0.20481957,0.26259446,544.0,544.0
0.21961087,0.25788337,555.0,556.0
0.3343175,0.25148782,467.0,467.0
0.17264916,0.2484915,544.0,544.0
0.28888553,0.298505,741.0,741.0
0.31651378,0.33292913,688.0,688.0
0.36151272,0.37295908,560.0,562.0
0.42745906,0.38778883,605.0,605.0
0.4741904,0.44236517,544.0,544.0
0.5335673,0.4329594,616.0,616.0
0.5742917,0.4301053,428.0,430.0
0.38511992,0.43056923,59.0,60.0
0.27856094,0.41703343,595.0,595.0
0.29812595,0.4119687,627.0,627.0
0.37023866,0.40328586,633.0,646.0
0.38686582,0.37851596,621.0,621.0
0.38223094,0.29968148,600.0,600.0
0.30658355,0.34268415,564.0,564.0
0.30112302,0.32277006,536.0,536.0
0.32489282,0.32516146,550.0,550.0
0.46740997,0.3310016,478.0,480.0
0.49788827,0.34110665,495.0,495.0
0.43727192,0.34415787,457.0,457.0
0.39215374,0.35259724,545.0,545.0
0.26543254,0.3689889,468.0,468.0
0.22689536,0.41234913,493.0,493.0
0.27751324,0.3789534,384.0,384.0
0.38899118,0.36357713,254.0,255.0
0.34749323,0.37036735,250.0,251.0
0.25545323,0.36310816,403.0,403.0
0.3980048,0.32192162,446.0,446.0
0.34590846,0.22718772,311.0,312.0
0.32696283,0.25656718,278.0,278.0
0.36890918,0.30022687,285.0,486.0
0.50349855,0.30668494,251.0,395.0
0.58329225,0.34659183,290.0,291.0
0.5784985,0.42015806,266.0,268.0
0.64978063,0.4475376,612.0,612.0
0.5673404,0.48710346,701.0,701.0
0.4559039,0.4884397,606.0,606.0
0.40675142,0.47153836,658.0,658.0
0.29566047,0.42801934,647.0,647.0
0.23853013,0.39477152,661.0,661.0
0.24259043,0.37014285,622.0,622.0
0.29617834,0.32803595,527.0,527.0
0.3156379,0.29415116,471.0,471.0
0.33340853,0.24613474,559.0,559.0
0.34018254,0.2282665,553.0,553.0
0.3441097,0.23504752,545.0,545.0
0.38933468,0.2576381,559.0,559.0
0.4296173,0.30081534,546.0,546.0
0.42575046,0.36452383,490.0,490.0
0.51026773,0.41253608,359.0,362.0
0.52369833,0.4152724,268.0,269.0
0.5164934,0.43820664,232.0,234.0
0.47489697,0.45761332,186.0,190.0
0.39523178,0.4552525,134.0,137.0
0.3714336,0.45581314,150.0,151.0
0.32089734,0.39577842,193.0,195.0
0.37205094,0.34908313,249.0,250.0
0.30788022,0.32681882,263.0,263.0
0.3769314,0.3109904,359.0,359.0
0.5778031,0.2648141,33.0,33.0
0.63667005,0.25950378,,
0.5922419,0.30763823,,
0.6829338,0.34976238,,
0.7303443,0.36325362,,
0.7325454,0.4106542,,
0.73218596,0.4512996,,
0.68810225,0.5008138,,
0.6572795,0.48963702,,
0.5252921,0.44879925,,
0.52173257,0.42982522,,
0.45186666,0.39694294,,
0.41023022,0.3127877,,
0.4547748,0.24418715,,
0.52443385,0.23309551,,
0.4697765,0.20280632,,
0.49839497,0.25761247,,
0.57554984,0.2854709,,
0.5452318,0.319766,,
0.54301655,0.37221,,
0.5745636,0.47084183,,1.0
0.7205083,0.4392537,,
0.73843694,0.4671356,,
0.8003833,0.3733085,,
0.8224133,0.47432587,,
0.8467318,0.48530477,,
0.6524726,0.39977753,,
0.53553957,0.34060156,,
0.5964004,0.37927973,,
0.6263733,0.36977452,,1.0
0.7195517,0.41593787,,1.0
0.70723826,0.5163758,,
0.764451,0.43685594,,
0.7687137,0.4086728,,
0.7874294,0.41836432,,
0.76601845,0.43741345,,
0.8036171,0.44779497,,
0.76482916,0.446643,,
0.7280351,0.42649937,,
0.70029795,0.38380718,,
0.671263,0.3491616,,
0.59825766,0.31116068,,
0.5850949,0.2617406,,
0.656079,0.24880491,,
0.62297595,0.24047922,,
0.5929016,0.28552634,,
0.6054784,0.38348368,,
0.6426048,0.49939233,,
0.6628672,0.40839088,,
0.74167895,0.37875795,,
1.1685183,0.34860802,,
1.0957191,0.40695506,,
1.3170552,0.43193012,,
1.3336653,0.41396004,,
1.1972716,0.39570764,,67.0
1.2328649,0.3628599,,
1.2995131,0.33854714,,
1.378964,0.32306117,,
1.222889,0.3880742,,
1.1905466,0.38272095,,
1.2325544,0.36273384,,
1.271651,0.34930056,,
1.227407,0.39046976,,
1.2391791,0.41691434,,
1.1787531,0.43939877,,
1.2508907,0.4469443,,
1.3267677,0.43273026,,
1.4961047,0.3882885,,
1.5436575,0.33446947,,
1.3264315,0.31558692,,
1.0547366,0.2770059,,
1.0193329,0.2215003,,
0.93536603,0.31872755,,
0.7908041,0.33431426,,
0.7259822,0.26913574,3.0,3.0
0.99546397,0.25865638,,
1.410353,0.2744971,,
1.3616126,0.3097642,2.0,89.0
1.3916147,0.33001295,,83.0
1.4693882,0.3501876,,29.0
1.4696014,0.3827229,2.0,2.0
1.4756036,0.39202017,4.0,6.0
1.5313053,0.39065748,,16.0
1.5600669,0.3821677,,46.0
1.5341508,0.35606396,,1.0
1.5147362,0.30595523,,
1.2171323,0.32698634,,
0.9739659,0.31889892,,1.0
1.7186339,0.3338341,,
1.8065593,0.36403614,,
1.6998992,0.3948317,,56.0
1.9705398,0.41841286,,
1.7530975,0.4070763,,
1.6170366,0.40193945,,
1.6765896,0.3987583,,1.0
1.4537477,0.37683225,,16.0
1.4209251,0.36165303,,77.0
1.4334624,0.36322773,,
1.7026587,0.31454986,,
1.6799104,0.29507157,,
1.8996389,0.27010787,,
1.8043127,0.23928502,,
1.3661575,0.25564736,,
1.1657896,0.22818963,,
1.1726929,0.20198505,,
1.15381,0.26167482,,
1.0966885,0.28769362,,
1.0611032,0.31932592,,
1.2237346,0.33972734,,
1.1987194,0.36906576,,1.0
1.316313,0.3923949,,
1.5106397,0.40040323,,
1.5534602,0.3993438,,
1.6276269,0.409174,,
1.7555903,0.38701212,,
1.7391366,0.36653614,,199.0
1.5760194,0.30265856,,502.0
1.4039099,0.28271252,,438.0
1.2898892,0.31125653,,235.0
1.1650748,0.32169473,,230.0
1.0674787,0.3493732,,137.0
1.05041,0.3622393,,43.0
0.9968397,0.38813376,,
1.0879042,0.3952737,,
1.1011899,0.3698297,,
1.1033846,0.38295603,,
1.1569657,0.36880058,,
1.2726841,0.3183813,,
1.3676128,0.28869665,,
1.2363987,0.24708226,,
1.1691242,0.26126826,,
0.982226,0.24427673,,
0.95113134,0.23581925,,
0.960426,0.24981028,,
0.95690227,0.28116804,,
1.0454749,0.30097353,,
1.1054873,0.3247754,,
1.0809543,0.35338002,,
1.1504405,0.38107902,,
1.3186865,0.39958835,,
1.5214164,0.40732244,,
1.4601681,0.45764303,,
1.1981007,0.42609257,,
1.1802415,0.41536164,,
1.096674,0.40040028,,
1.0089889,0.3264101,,
0.92295754,0.30668622,,
0.7940296,0.30530953,,
0.7635404,0.3340422,,
0.8014318,0.32818288,,
0.8932799,0.31090045,,
0.945927,0.32246625,,
1.0551865,0.3305136,,
1.2655361,0.32336035,,
1.4444976,0.324846,,
1.4685799,0.31957227,,
1.6225216,0.31371346,,
1.5197899,0.2954815,,
1.4529804,0.2883656,,
1.0927919,0.29444927,,
0.7459953,0.25003722,,
0.92364776,0.24310482,,
0.77034974,0.24124156,,
0.89768136,0.2537345,,
1.1280413,0.27577138,,
1.2207088,0.30071485,,
1.1828744,0.3382662,,
1.268384,0.3668368,,56.0
1.0610247,0.40213603,,
1.2410431,0.42097723,,
1.3451221,0.41467068,,
1.3365812,0.40430835,,
0.9839612,0.38231346,,
0.77576244,0.34738806,,
0.7382937,0.31068444,,
0.6798327,0.27384615,,
0.7323448,0.2630574,,
0.7985953,0.26598975,,
0.77184284,0.26240516,,
0.7915021,0.34875652,,5.0
0.891797,0.3375731,,
0.9427892,0.3160538,,
1.0431758,0.3412606,,52.0
1.1271734,0.34891665,,
1.1958355,0.36899936,,
1.1191359,0.39335108,,
1.1759915,0.38680375,,
1.2355256,0.36939594,,
1.1650686,0.3484996,,
0.7772001,0.2892459,,
0.81741846,0.27104115,,
0.7414196,0.2352653,,
0.70698225,0.24607088,,
0.7837132,0.268593,,89.0
0.99334973,0.30558202,,54.0
1.3063948,0.3424521,,1.0
1.4769127,0.37241304,,
1.6814201,0.39963695,,
1.7264701,0.41564286,,
1.7401298,0.42053992,,26.0
1.4255223,0.4185402,,64.0
0.9012251,0.4045605,,
0.7237582,0.3691785,,
0.8518609,0.3110475,,
0.7452529,0.2649687,,
0.8521048,0.21795797,,
0.9005524,0.23358761,,75.0
0.864223,0.2356863,,9.0
0.99270725,0.2503946,,40.0
1.1629293,0.26511914,,
1.070057,0.27389905,,
0.9474853,0.30191568,,
1.0249816,0.31611964,,
1.1448953,0.32463276,,
0.9729266,0.32810545,,
0.96117735,0.3342116,,
0.89347386,0.34353226,,
0.97294295,0.32568923,,
1.1776949,0.3031878,,178.0
1.0074189,0.28974938,,61.0
0.7392298,0.31221372,,3.0
0.69212306,0.33063805,,
0.8117285,0.32179874,,32.0
0.90413046,0.30732393,,57.0
0.9654006,0.3339604,,34.0
0.9603805,0.35581958,,67.0
0.7318628,0.38622355,,79.0
0.7387041,0.4089954,,19.0
0.6926432,0.42543048,,30.0
0.87220645,0.40778214,,10.0
0.88064754,0.3805007,,14.0
1.0338763,0.34106225,,7.0
0.8882607,0.29698786,,
0.6922395,0.2277152,,
0.7546266,0.18621731,,
0.91648316,0.20431188,,14.0
0.94923985,0.20636705,,152.0
1.4099383,0.22993279,,
1.9071126,0.25955117,,
1.9205009,0.2514986,,
1.3502367,0.28639376,,
1.1177585,0.35160655,,
0.98468125,0.36283278,,
1.1480842,0.3772294,,
1.3640783,0.36070263,,
1.1347528,0.3596743,,159.0
1.0584553,0.34924376,,65.0
1.0260136,0.32905895,,44.0
0.9076499,0.31353205,,136.0
0.9344655,0.29443803,,32.0
0.98587185,0.28557834,,85.0
1.0006138,0.29357356,,207.0
0.9178041,0.29490247,,45.0
0.9031561,0.31790882,,83.0
0.91221106,0.35849696,,129.0
0.7677692,0.38103575,,48.0
0.4453389,0.40644532,,
0.36635724,0.4167253,,
0.3213178,0.40912074,,
0.43580708,0.39124495,,24.0
0.54248023,0.34512618,,38.0
0.59143984,0.29923993,,
0.4692611,0.28653914,,
0.44970042,0.27027917,,
0.2525882,0.25554824,,
0.5331794,0.27444363,,4.0
0.5169858,0.23509291,,24.0
0.52993906,0.24188071,,
0.65627265,0.27898702,,
0.6098703,0.29848972,,
