time,current_speed
2013-11-24,0.29698786
2013-11-25,0.2277152
2013-11-26,0.18621731
2013-11-27,0.20431188
2013-11-28,0.20636705
2013-11-29,0.22993279
2013-11-30,0.25955117
2013-12-01,0.2514986
2013-12-02,0.28639376
2013-12-03,0.35160655
2013-12-04,0.36283278
2013-12-05,0.3772294
2013-12-06,0.36070263
2013-12-07,0.3596743
2013-12-08,0.34924376
2013-12-09,0.32905895
2013-12-10,0.31353205
2013-12-11,0.29443803
2013-12-12,0.28557834
2013-12-13,0.29357356
2013-12-14,0.29490247
2013-12-15,0.31790882
2013-12-16,0.35849696
2013-12-17,0.38103575
2013-12-18,0.40644532
2013-12-19,0.4167253
2013-12-20,0.40912074
2013-12-21,0.39124495
2013-12-22,0.34512618
2013-12-23,0.29923993
2013-12-24,0.28653914
2013-12-25,0.27027917
2013-12-26,0.25554824
2013-12-27,0.27444363
2013-12-28,0.23509291
2013-12-29,0.24188071
2013-12-30,0.27898702
2013-12-31,0.29848972
